system:index,date,id,lat,lng,value,.geo
00000000000000000120,2013-02-22,289,33.8160229,-117.92376708984375,0.07563657060407529,
00000000000000000801,2013-02-22,2050,38.1998729,-122.3158513,0.21099484101227511,
00000000000000001963,2013-02-22,6500,38.7288418,-121.2505146,0.2347925890616976,
0000000000000000238e,2013-02-22,9103,34.062773,-117.91836547851562,0.20470972969741688,
000000000000000004a7,2013-02-23,1192,33.967717,-118.147076,0.17526470585869647,
00000000000000000782,2013-02-23,1923,37.067918,-120.840786,0.29227589595057657,
00000000000000000ba8,2013-02-23,2985,44.0670285,-123.1884402,0.23106533875855342,
00000000000000001122,2013-02-23,4387,32.748351,-117.240774,0.13203948108706076,
00000000000000001251,2013-02-23,4690,37.73586654663086,-122.477211,0.26993735043879596,
00000000000000001505,2013-02-23,5382,38.160723,-122.2344714,0.34545133690582513,
00000000000000001ad6,2013-02-23,6871,34.0446206,-118.9338545,0.14290041933910733,
00000000000000001e5f,2013-02-23,7776,33.2172594,-111.8824621,0.33869437243514877,
00000000000000002034,2013-02-23,8245,37.5485956,-122.2385246,0.23982706908997067,
000000000000000023f5,2013-02-23,9206,48.586463928222656,-123.426239,0.3623810762905476,
00000000000000000325,2013-02-24,806,44.0755389,-123.1125569,0.24621411356795397,
000000000000000007de,2013-02-24,2015,45.6154783,-122.6239872,0.3728656377416918,
00000000000000000917,2013-02-24,2328,34.198413,-112.864133,0.2128990188712046,
00000000000000000d06,2013-02-24,3335,36.8937344,-121.8027484,0.21172798318342448,
00000000000000000da5,2013-02-24,3494,32.6584842,-117.0834053,0.17566823935703305,
000000000000000010ec,2013-02-24,4333,35.107059478759766,-119.8416996,0.24076356817072653,
000000000000000014aa,2013-02-24,5291,33.9715967,-117.3836803,0.1749670872926912,
0000000000000000212b,2013-02-24,8492,33.3083623,-111.9893356,0.14435484905153034,
0000000000000000038b,2013-02-25,908,33.2172202,-111.8808174,0.10214133473411847,
00000000000000000786,2013-02-25,1927,36.9794045,-121.9368079,0.31134069523291813,
00000000000000000cc1,2013-02-25,3266,40.8428840637207,-124.077676,0.4648726724547818,
00000000000000001249,2013-02-25,4682,45.3130112,-122.5456254,0.49259815882488095,
00000000000000001497,2013-02-25,5272,33.43389892578125,-111.67011260986328,0.10625622710767191,
00000000000000001814,2013-02-25,6165,33.9735452,-112.7375793,0.13726714296149256,
00000000000000000d17,2013-02-26,3352,32.8442745,-117.2093582,0.26678860399710796,
0000000000000000150f,2013-02-26,5392,32.408889,-111.020753,0.11796295335945747,
000000000000000015c3,2013-02-26,5572,33.47761917114258,-117.71717834472656,0.3794607457377472,
00000000000000001cba,2013-02-26,7355,33.6602995,-112.4040842,0.16388845248436096,
0000000000000000208a,2013-02-26,8331,33.356951,-111.872572,0.15165178312740887,
0000000000000000235e,2013-02-26,9055,34.445176,-114.2939043,0.13524750658428158,
00000000000000000dcb,2013-02-27,3532,34.0444811,-117.3115611,0.1619874062203867,
